			"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
házen	házennek	0	1	0	0	0	0	0	0	0	0	0
kupíny	kupínynak	0	0	1	0	0	0	0	1	0	0	0
kupíny	kupínynek	1	1	0	0	0	0	0	0	0	0	0
gámer	gámernak	0	0	1	1	1	0	0	1	0	0	0
gámer	gámernek	1	1	0	0	0	0	0	0	0	0	0
Rénk	Rénknak	0	0	1	1	0	0	0	0	0	1	0
Rénk	Rénknek	1	0	0	0	0	0	0	0	0	0	0
lávelt	láveltnak	1	0	1	1	1	0	0	0	0	1	0
lávelt	láveltnek	0	1	0	0	0	0	0	0	0	0	0
Pes	Pesnak	0	0	1	1	1	0	0	0	1	0	0
Pes	Pesnek	1	0	0	0	0	0	0	0	0	0	0
Tanép	Tanépnak	1	0	1	1	0	0	1	0	0	0	0
Tanép	Tanépnek	0	1	0	0	0	0	0	0	0	0	0
Csolléll	Csolléllnak	1	0	1	1	0	0	0	1	0	1	0
Csolléll	Csolléllnek	0	1	0	0	0	0	0	0	0	0	0
gyet	gyetnak	1	0	1	1	1	0	0	0	0	0	0
gyet	gyetnek	0	0	0	0	0	0	0	0	0	0	0
szúlím	szúlímnak	1	0	1	0	0	0	1	0	0	0	0
szúlím	szúlímnek	0	1	0	0	0	0	0	0	0	0	0
pulens	pulensnak	1	0	1	1	1	0	0	0	1	1	0
pulens	pulensnek	0	1	0	0	0	0	0	0	0	0	0
Lalóltirz	Lalóltirznak	1	0	1	0	0	0	0	0	1	1	0
Lalóltirz	Lalóltirznek	0	1	0	0	0	0	0	0	0	0	0
spózéjém	spózéjémnak	1	0	1	1	0	1	1	0	0	0	0
spózéjém	spózéjémnek	0	1	0	0	0	0	0	0	0	0	0
Ett	Ettnak	1	0	1	1	1	0	0	0	0	1	0
Ett	Ettnek	0	0	0	0	0	0	0	0	0	0	0
komerny	komernynak	0	0	1	1	1	0	0	1	0	1	0
komerny	komernynek	1	1	0	0	0	0	0	0	0	0	0
szalanes	szalanesnak	1	0	1	1	1	0	0	0	1	0	0
szalanes	szalanesnek	0	1	0	0	0	0	0	0	0	0	0
mes	mesnak	0	0	1	1	1	0	0	0	1	0	0
mes	mesnek	1	0	0	0	0	0	0	0	0	0	0
Fanaser	Fanasernak	0	0	1	1	1	0	0	1	0	0	0
Fanaser	Fanasernek	1	1	0	0	0	0	0	0	0	0	0
Nyantjoten	Nyantjotennak	1	0	1	1	1	0	0	1	0	0	0
Nyantjoten	Nyantjotennek	0	1	0	0	0	0	0	0	0	0	0
Tárem	Táremnak	0	0	1	1	1	0	1	0	0	0	0
Tárem	Táremnek	1	1	0	0	0	0	0	0	0	0	0
Tebb	Tebbnak	0	0	1	1	1	0	1	0	0	1	0
Tebb	Tebbnek	1	0	0	0	0	0	0	0	0	0	0
csadve	csadvenak	0	0	1	1	1	0	0	0	0	0	0
csadve	csadvenek	1	1	0	0	0	0	0	0	0	0	0
ert	ertnak	1	0	1	1	1	0	0	0	0	1	0
ert	ertnek	0	0	0	0	0	0	0	0	0	0	0
vánzé	vánzénak	1	0	1	1	0	0	0	0	0	0	0
vánzé	vánzének	0	1	0	0	0	0	0	0	0	0	0
Klés	Klésnak	0	0	1	1	0	0	0	0	1	0	0
Klés	Klésnek	1	0	0	0	0	0	0	0	0	0	0
táátill	táátillnak	1	0	1	0	0	0	0	1	0	1	0
táátill	táátillnek	0	1	0	0	0	0	0	0	0	0	0
Sutem	Sutemnak	1	0	1	1	1	0	1	0	0	0	0
Sutem	Sutemnek	0	1	0	0	0	0	0	0	0	0	0
katelir	katelirnak	1	0	1	0	0	1	0	1	0	0	0
katelir	katelirnek	0	1	0	0	0	0	0	0	0	0	0
ujsólgim	ujsólgimnak	1	0	1	0	0	0	1	0	0	0	0
ujsólgim	ujsólgimnek	0	1	0	0	0	0	0	0	0	0	0
nacség	nacségnak	1	0	1	1	0	0	0	0	0	0	0
nacség	nacségnek	0	1	0	0	0	0	0	0	0	0	0
Onir	Onirnak	1	0	1	0	0	0	0	1	0	0	0
Onir	Onirnek	0	1	0	0	0	0	0	0	0	0	0
Nesd	Nesdnak	1	0	1	1	1	0	0	0	0	1	0
Nesd	Nesdnek	0	0	0	0	0	0	0	0	0	0	0
Hozurimp	Hozurimpnak	0	0	1	0	0	0	1	0	0	1	0
Hozurimp	Hozurimpnek	1	1	0	0	0	0	0	0	0	0	0
Kázis	Kázisnak	1	0	1	0	0	0	0	0	1	0	0
Kázis	Kázisnek	0	1	0	0	0	0	0	0	0	0	0
kolórvirt	kolórvirtnak	1	0	1	0	0	0	0	0	0	1	0
kolórvirt	kolórvirtnek	0	1	0	0	0	0	0	0	0	0	0
malgé	malgénak	1	0	1	1	0	0	0	0	0	0	0
malgé	malgének	0	1	0	0	0	0	0	0	0	0	0
ríss	ríssnak	0	0	1	0	0	0	0	0	1	1	0
ríss	ríssnek	1	0	0	0	0	0	0	0	0	0	1
Omásem	Omásemnak	0	0	1	1	1	0	1	0	0	0	0
Omásem	Omásemnek	1	1	0	0	0	0	0	0	0	0	0
rinsz	rinsznak	0	0	1	0	0	0	0	0	1	1	0
rinsz	rinsznek	1	0	0	0	0	0	0	0	0	0	0
Porilétt	Poriléttnak	0	0	1	1	0	1	0	0	0	1	0
Porilétt	Poriléttnek	1	1	0	0	0	0	0	0	0	0	0
Alzis	Alzisnak	1	0	1	0	0	0	0	0	1	0	0
Alzis	Alzisnek	0	1	0	0	0	0	0	0	0	0	0
tamzilt	tamziltnak	1	0	1	0	0	0	0	0	0	1	0
tamzilt	tamziltnek	0	1	0	0	0	0	0	0	0	0	0
tém	témnak	1	0	1	1	0	0	1	0	0	0	0
tém	témnek	0	0	0	0	0	0	0	0	0	0	0
szet	szetnak	0	0	1	1	1	0	0	0	0	0	0
szet	szetnek	1	0	0	0	0	0	0	0	0	0	0
gébb	gébbnak	1	0	1	1	0	0	1	0	0	1	0
gébb	gébbnek	0	0	0	0	0	0	0	0	0	0	0
Kazec	Kazecnak	0	0	1	1	1	0	0	0	1	0	0
Kazec	Kazecnek	1	1	0	0	0	0	0	0	0	0	0
Dandikkel	Dandikkelnak	0	0	1	1	1	1	0	1	0	0	0
Dandikkel	Dandikkelnek	1	1	0	0	0	0	0	0	0	0	0
Inny	Innynak	0	0	1	0	0	0	0	1	0	1	0
Inny	Innynek	1	0	0	0	0	0	0	0	0	0	0
Zses	Zsesnak	0	0	1	1	1	0	0	0	1	0	0
Zses	Zsesnek	1	0	0	0	0	0	0	0	0	0	0
pérr	pérrnak	0	0	1	1	0	0	0	1	0	1	0
pérr	pérrnek	1	0	0	0	0	0	0	0	0	0	0
Ánlen	Ánlennak	0	0	1	1	1	0	0	1	0	0	0
Ánlen	Ánlennek	1	1	0	0	0	0	0	0	0	0	0
tes	tesnak	1	0	1	1	1	0	0	0	1	0	0
tes	tesnek	0	0	0	0	0	0	0	0	0	0	0
tokekték	tokektéknak	0	0	1	1	0	1	0	0	0	0	0
tokekték	tokektéknek	1	1	0	0	0	0	0	0	0	0	0
eks	eksnak	1	0	1	1	1	0	0	0	1	1	0
eks	eksnek	0	0	0	0	0	0	0	0	0	0	0
oszin	oszinnak	1	0	1	0	0	0	0	1	0	0	0
oszin	oszinnek	0	1	0	0	0	0	0	0	0	0	0
deg	degnak	1	0	1	1	1	0	0	0	0	0	0
deg	degnek	0	0	0	0	0	0	0	0	0	0	0
Nilt	Niltnak	1	0	1	0	0	0	0	0	0	1	0
Nilt	Niltnek	0	0	0	0	0	0	0	0	0	0	0
Feg	Fegnak	0	0	1	1	1	0	0	0	0	0	0
Feg	Fegnek	1	0	0	0	0	0	0	0	0	0	0
Kusim	Kusimnak	0	0	1	0	0	0	1	0	0	0	0
Kusim	Kusimnek	1	1	0	0	0	0	0	0	0	0	0
Lén	Lénnak	1	0	1	1	0	0	0	1	0	0	0
Lén	Lénnek	0	0	0	0	0	0	0	0	0	0	0
amink	aminknak	0	0	1	0	0	0	0	0	0	1	0
amink	aminknek	1	1	0	0	0	0	0	0	0	0	0
tórmomím	tórmomímnak	0	0	1	0	0	0	1	0	0	0	0
tórmomím	tórmomímnek	1	1	0	0	0	0	0	0	0	0	0
amerm	amermnak	0	0	1	1	1	0	1	0	0	1	0
amerm	amermnek	1	1	0	0	0	0	0	0	0	0	0
Semb	Sembnak	1	0	1	1	1	0	1	0	0	1	0
Semb	Sembnek	0	0	0	0	0	0	0	0	0	0	0
sénny	sénnynak	0	0	1	1	0	0	0	1	0	1	0
sénny	sénnynek	1	0	0	0	0	0	0	0	0	0	0
Ént	Éntnak	1	0	1	1	0	0	0	0	0	1	0
Ént	Éntnek	0	0	0	0	0	0	0	0	0	0	0
tém	témnak	0	0	1	1	0	0	1	0	0	0	0
tém	témnek	1	0	0	0	0	0	0	0	0	0	0
gyet	gyetnak	1	0	1	1	1	0	0	0	0	0	0
gyet	gyetnek	0	0	0	0	0	0	0	0	0	0	0
ferc	fercnak	0	0	1	1	1	0	0	0	1	1	0
ferc	fercnek	1	0	0	0	0	0	0	0	0	0	0
Gyákélen	Gyákélennak	1	0	1	1	1	1	0	1	0	0	0
Gyákélen	Gyákélennek	0	1	0	0	0	0	0	0	0	0	0
Piz	Piznak	0	0	1	0	0	0	0	0	1	0	0
Piz	Piznek	1	0	0	0	0	0	0	0	0	0	0
Rókkájzes	Rókkájzesnak	1	0	1	1	1	0	0	0	1	0	0
Rókkájzes	Rókkájzesnek	0	1	0	0	0	0	0	0	0	0	0
Nény	Nénynak	0	0	1	1	0	0	0	1	0	0	0
Nény	Nénynek	1	0	0	0	0	0	0	0	0	0	0
flém	flémnak	1	0	1	1	0	0	1	0	0	0	0
flém	flémnek	0	0	0	0	0	0	0	0	0	0	0
kolyámdekk	kolyámdekknak	1	0	1	1	1	0	0	0	0	1	0
kolyámdekk	kolyámdekknek	0	1	0	0	0	0	0	0	0	0	0
feg	fegnak	0	0	1	1	1	0	0	0	0	0	0
feg	fegnek	1	0	0	0	0	0	0	0	0	0	0
Arzi	Arzinak	1	0	1	0	0	0	0	0	0	0	0
Arzi	Arzinek	0	1	0	0	0	0	0	0	0	0	0
mánendep	mánendepnak	1	0	1	1	1	1	1	0	0	0	0
mánendep	mánendepnek	0	1	0	0	0	0	0	0	0	0	0
Riny	Rinynak	0	0	1	0	0	0	0	1	0	0	0
Riny	Rinynek	1	0	0	0	0	0	0	0	0	0	0
ászneb	ásznebnak	1	0	1	1	1	0	1	0	0	0	0
ászneb	ásznebnek	0	1	0	0	0	0	0	0	0	0	0
szálgutet	szálgutetnak	0	0	1	1	1	0	0	0	0	0	0
szálgutet	szálgutetnek	1	1	0	0	0	0	0	0	0	0	0
fájlés	fájlésnak	1	0	1	1	0	0	0	0	1	0	0
fájlés	fájlésnek	0	1	0	0	0	0	0	0	0	0	0
Mebb	Mebbnak	1	0	1	1	1	0	1	0	0	1	0
Mebb	Mebbnek	0	0	0	0	0	0	0	0	0	0	0
Szels	Szelsnak	1	0	1	1	1	0	0	0	1	1	0
Szels	Szelsnek	0	0	0	0	0	0	0	0	0	0	0
Nyitt	Nyittnak	1	0	1	0	0	0	0	0	0	1	0
Nyitt	Nyittnek	0	0	0	0	0	0	0	0	0	0	0
Szumarmérny	Szumarmérnynak	0	0	1	1	0	0	0	1	0	1	0
Szumarmérny	Szumarmérnynek	1	1	0	0	0	0	0	0	0	0	0
rungáslelt	rungásleltnak	1	0	1	1	1	0	0	0	0	1	0
rungáslelt	rungásleltnek	0	1	0	0	0	0	0	0	0	0	0
dónzévés	dónzévésnak	0	0	1	1	0	1	0	0	1	0	0
dónzévés	dónzévésnek	1	1	0	0	0	0	0	0	0	0	0
men	mennak	0	0	1	1	1	0	0	1	0	0	0
men	mennek	1	0	0	0	0	0	0	0	0	0	0
Táskeg	Táskegnak	1	0	1	1	1	0	0	0	0	0	0
Táskeg	Táskegnek	0	1	0	0	0	0	0	0	0	0	0
ádvegyéck	ádvegyécknak	0	0	1	1	0	1	0	0	0	1	0
ádvegyéck	ádvegyécknek	1	1	0	0	0	0	0	0	0	0	0
Terty	Tertynak	1	0	1	1	1	0	0	0	0	1	0
Terty	Tertynek	0	0	0	0	0	0	0	0	0	0	0
patins	patinsnak	1	0	1	0	0	0	0	0	1	1	0
patins	patinsnek	0	1	0	0	0	0	0	0	0	0	0
tíll	tíllnak	1	0	1	0	0	0	0	1	0	1	0
tíll	tíllnek	0	0	0	0	0	0	0	0	0	0	1
fángég	fángégnak	1	0	1	1	0	0	0	0	0	0	0
fángég	fángégnek	0	1	0	0	0	0	0	0	0	0	0
Més	Mésnak	0	0	1	1	0	0	0	0	1	0	0
Més	Mésnek	1	0	0	0	0	0	0	0	0	0	0
Oegelm	Oegelmnak	0	0	1	1	1	1	1	0	0	1	0
Oegelm	Oegelmnek	1	1	0	0	0	0	0	0	0	0	0
Sollortém	Sollortémnak	1	0	1	1	0	0	1	0	0	0	0
Sollortém	Sollortémnek	0	1	0	0	0	0	0	0	0	0	0
Áztelter	Áztelternak	1	0	1	1	1	1	0	1	0	0	0
Áztelter	Áztelternek	0	1	0	0	0	0	0	0	0	0	0
fódel	fódelnak	1	0	1	1	1	0	0	1	0	0	0
fódel	fódelnek	0	1	0	0	0	0	0	0	0	0	0
szanderses	szandersesnak	1	0	1	1	1	1	0	0	1	0	0
szanderses	szandersesnek	0	1	0	0	0	0	0	0	0	0	0
mazetem	mazetemnak	1	0	1	1	1	1	1	0	0	0	0
mazetem	mazetemnek	0	1	0	0	0	0	0	0	0	0	0
Ostosztéz	Ostosztéznak	0	0	1	1	0	0	0	0	1	0	0
Ostosztéz	Ostosztéznek	1	1	0	0	0	0	0	0	0	0	0
blágentill	blágentillnak	0	0	1	0	0	1	0	1	0	1	0
blágentill	blágentillnek	1	1	0	0	0	0	0	0	0	0	0
Tákenk	Tákenknak	0	0	1	1	1	0	0	0	0	1	0
Tákenk	Tákenknek	1	1	0	0	0	0	0	0	0	0	0
tardadik	tardadiknak	0	0	1	0	0	0	0	0	0	0	0
tardadik	tardadiknek	1	1	0	0	0	0	0	0	0	0	0
ósésszer	ósésszernak	0	0	1	1	1	1	0	1	0	0	0
ósésszer	ósésszernek	1	1	0	0	0	0	0	0	0	0	0
szoromim	szoromimnak	1	0	1	0	0	0	1	0	0	0	0
szoromim	szoromimnek	0	1	0	0	0	0	0	0	0	0	0
Jémb	Jémbnak	1	0	1	1	0	0	1	0	0	1	0
Jémb	Jémbnek	0	0	0	0	0	0	0	0	0	0	0
Fáártikt	Fáártiktnak	0	0	1	0	0	0	0	0	0	1	0
Fáártikt	Fáártiktnek	1	1	0	0	0	0	0	0	0	0	0
Lozécc	Lozéccnak	0	0	1	1	0	0	0	0	1	1	0
Lozécc	Lozéccnek	1	1	0	0	0	0	0	0	0	0	0
Satkém	Satkémnak	0	0	1	1	0	0	1	0	0	0	0
Satkém	Satkémnek	1	1	0	0	0	0	0	0	0	0	0
kez	keznak	0	0	1	1	1	0	0	0	1	0	0
kez	keznek	1	0	0	0	0	0	0	0	0	0	0
gyábisztér	gyábisztérnak	1	0	1	1	0	1	0	1	0	0	0
gyábisztér	gyábisztérnek	0	1	0	0	0	0	0	0	0	0	0
vályaszi	vályaszinak	1	0	1	0	0	0	0	0	0	0	0
vályaszi	vályaszinek	0	1	0	0	0	0	0	0	0	0	0
Troggeteny	Troggetenynak	1	0	1	1	1	1	0	1	0	0	0
Troggeteny	Troggetenynek	0	1	0	0	0	0	0	0	0	0	0
mazlamers	mazlamersnak	1	0	1	1	1	0	0	0	1	1	0
mazlamers	mazlamersnek	0	1	0	0	0	0	0	0	0	0	0
Grárakes	Grárakesnak	1	0	1	1	1	0	0	0	1	0	0
Grárakes	Grárakesnek	0	1	0	0	0	0	0	0	0	0	0
kajerty	kajertynak	0	0	1	1	1	0	0	0	0	1	0
kajerty	kajertynek	1	1	0	0	0	0	0	0	0	0	0
tontrúrcep	tontrúrcepnak	1	0	1	1	1	0	1	0	0	0	0
tontrúrcep	tontrúrcepnek	0	1	0	0	0	0	0	0	0	0	0
okfig	okfignak	1	0	1	0	0	0	0	0	0	0	0
okfig	okfignek	0	1	0	0	0	0	0	0	0	0	0
Gyiv	Gyivnak	0	0	1	0	0	0	0	0	0	0	0
Gyiv	Gyivnek	1	0	0	0	0	0	0	0	0	0	0
Kunálmem	Kunálmemnak	1	0	1	1	1	0	1	0	0	0	0
Kunálmem	Kunálmemnek	0	1	0	0	0	0	0	0	0	0	0
Cses	Csesnak	0	0	1	1	1	0	0	0	1	0	0
Cses	Csesnek	1	0	0	0	0	0	0	0	0	0	0
Állnápzeny	Állnápzenynak	0	0	1	1	1	0	0	1	0	0	0
Állnápzeny	Állnápzenynek	1	1	0	0	0	0	0	0	0	0	0
ángzakvelm	ángzakvelmnak	1	0	1	1	1	0	1	0	0	1	0
ángzakvelm	ángzakvelmnek	0	1	0	0	0	0	0	0	0	0	0
trumondíszk	trumondíszknak	1	0	1	0	0	0	0	0	0	1	0
trumondíszk	trumondíszknek	0	1	0	0	0	0	0	0	0	0	0
dállókénny	dállókénnynak	1	0	1	1	0	0	0	1	0	1	0
dállókénny	dállókénnynek	0	1	0	0	0	0	0	0	0	0	0
Ólcél	Ólcélnak	1	0	1	1	0	0	0	1	0	0	0
Ólcél	Ólcélnek	0	1	0	0	0	0	0	0	0	0	0
kásotes	kásotesnak	1	0	1	1	1	0	0	0	1	0	0
kásotes	kásotesnek	0	1	0	0	0	0	0	0	0	0	0
Tuvíll	Tuvíllnak	1	0	1	0	0	0	0	1	0	1	0
Tuvíll	Tuvíllnek	0	1	0	0	0	0	0	0	0	0	0
zét	zétnak	1	0	1	1	0	0	0	0	0	0	0
zét	zétnek	0	0	0	0	0	0	0	0	0	0	0
lórind	lórindnak	1	0	1	0	0	0	0	0	0	1	0
lórind	lórindnek	0	1	0	0	0	0	0	0	0	0	0
dálikibb	dálikibbnak	1	0	1	0	0	1	1	0	0	1	0
dálikibb	dálikibbnek	0	1	0	0	0	0	0	0	0	0	0
Ett	Ettnak	0	0	1	1	1	0	0	0	0	1	0
Ett	Ettnek	1	0	0	0	0	0	0	0	0	0	0
Bálseg	Bálsegnak	0	0	1	1	1	0	0	0	0	0	0
Bálseg	Bálsegnek	1	1	0	0	0	0	0	0	0	0	0
Rapsins	Rapsinsnak	1	0	1	0	0	0	0	0	1	1	0
Rapsins	Rapsinsnek	0	1	0	0	0	0	0	0	0	0	0
Oger	Ogernak	0	0	1	1	1	0	0	1	0	0	0
Oger	Ogernek	1	1	0	0	0	0	0	0	0	0	0
farlem	farlemnak	1	0	1	1	1	0	1	0	0	0	0
farlem	farlemnek	0	1	0	0	0	0	0	0	0	0	0
dím	dímnak	0	0	1	0	0	0	1	0	0	0	0
dím	dímnek	1	0	0	0	0	0	0	0	0	0	1
aís	aísnak	1	0	1	0	0	0	0	0	1	0	0
aís	aísnek	0	1	0	0	0	0	0	0	0	0	0
Vuléleny	Vulélenynak	0	0	1	1	1	1	0	1	0	0	0
Vuléleny	Vulélenynek	1	1	0	0	0	0	0	0	0	0	0
zaggyúím	zaggyúímnak	1	0	1	0	0	0	1	0	0	0	0
zaggyúím	zaggyúímnek	0	1	0	0	0	0	0	0	0	0	0
Hél	Hélnak	0	0	1	1	0	0	0	1	0	0	0
Hél	Hélnek	1	0	0	0	0	0	0	0	0	0	0
lányett	lányettnak	1	0	1	1	1	0	0	0	0	1	0
lányett	lányettnek	0	1	0	0	0	0	0	0	0	0	0
kápeh	kápehnak	1	0	1	1	1	0	0	0	0	0	0
kápeh	kápehnek	0	1	0	0	0	0	0	0	0	0	0
rárlollgi	rárlollginak	1	0	1	0	0	0	0	0	0	0	0
rárlollgi	rárlollginek	0	1	0	0	0	0	0	0	0	0	0
Koltens	Koltensnak	1	0	1	1	1	0	0	0	1	1	0
Koltens	Koltensnek	0	1	0	0	0	0	0	0	0	0	0
Terr	Terrnak	1	0	1	1	1	0	0	1	0	1	0
Terr	Terrnek	0	0	0	0	0	0	0	0	0	0	0
Lolterces	Loltercesnak	0	0	1	1	1	1	0	0	1	0	0
Lolterces	Loltercesnek	1	1	0	0	0	0	0	0	0	0	0
Kartázszip	Kartázszipnak	0	0	1	0	0	0	1	0	0	0	0
Kartázszip	Kartázszipnek	1	1	0	0	0	0	0	0	0	0	0
osdalis	osdalisnak	1	0	1	0	0	0	0	0	1	0	0
osdalis	osdalisnek	0	1	0	0	0	0	0	0	0	0	0
ortebb	ortebbnak	1	0	1	1	1	0	1	0	0	1	0
ortebb	ortebbnek	0	1	0	0	0	0	0	0	0	0	0
bobrilt	bobriltnak	0	0	1	0	0	0	0	0	0	1	0
bobrilt	bobriltnek	1	1	0	0	0	0	0	0	0	0	0
Varé	Varénak	0	0	1	1	0	0	0	0	0	0	0
Varé	Varének	1	1	0	0	0	0	0	0	0	0	0
korukem	korukemnak	0	0	1	1	1	0	1	0	0	0	0
korukem	korukemnek	1	1	0	0	0	0	0	0	0	0	0
Prís	Prísnak	1	0	1	0	0	0	0	0	1	0	0
Prís	Prísnek	0	0	0	0	0	0	0	0	0	0	1
aér	aérnak	1	0	1	1	0	0	0	1	0	0	0
aér	aérnek	0	1	0	0	0	0	0	0	0	0	0
hihn	hihnnak	1	0	1	0	0	0	0	1	0	1	0
hihn	hihnnek	0	0	0	0	0	0	0	0	0	0	0
avelkés	avelkésnak	1	0	1	1	0	1	0	0	1	0	0
avelkés	avelkésnek	0	1	0	0	0	0	0	0	0	0	0
Ké	Kénak	0	0	1	1	0	0	0	0	0	0	0
Ké	Kének	1	0	0	0	0	0	0	0	0	0	0
Utrarlent	Utrarlentnak	1	0	1	1	1	0	0	0	0	1	0
Utrarlent	Utrarlentnek	0	1	0	0	0	0	0	0	0	0	0
Beksz	Beksznak	0	0	1	1	1	0	0	0	1	1	0
Beksz	Beksznek	1	0	0	0	0	0	0	0	0	0	0
Mókil	Mókilnak	1	0	1	0	0	0	0	1	0	0	0
Mókil	Mókilnek	0	1	0	0	0	0	0	0	0	0	0
diszt	disztnak	1	0	1	0	0	0	0	0	0	1	0
diszt	disztnek	0	0	0	0	0	0	0	0	0	0	0
roszteremb	roszterembnak	1	0	1	1	1	1	1	0	0	1	0
roszteremb	roszterembnek	0	1	0	0	0	0	0	0	0	0	0
szassep	szassepnak	0	0	1	1	1	0	1	0	0	0	0
szassep	szassepnek	1	1	0	0	0	0	0	0	0	0	0
Ollegy	Ollegynak	0	0	1	1	1	0	0	0	0	0	0
Ollegy	Ollegynek	1	1	0	0	0	0	0	0	0	0	0
pátletém	pátletémnak	0	0	1	1	0	1	1	0	0	0	0
pátletém	pátletémnek	1	1	0	0	0	0	0	0	0	0	0
Jovirirn	Jovirirnnak	0	0	1	0	0	1	0	1	0	1	0
Jovirirn	Jovirirnnek	1	1	0	0	0	0	0	0	0	0	0
áksírm	áksírmnak	0	0	1	0	0	0	1	0	0	1	0
áksírm	áksírmnek	1	1	0	0	0	0	0	0	0	0	0
hades	hadesnak	1	0	1	1	1	0	0	0	1	0	0
hades	hadesnek	0	1	0	0	0	0	0	0	0	0	0
razmollis	razmollisnak	1	0	1	0	0	0	0	0	1	0	0
razmollis	razmollisnek	0	1	0	0	0	0	0	0	0	0	0
Usanden	Usandennak	0	0	1	1	1	0	0	1	0	0	0
Usanden	Usandennek	1	1	0	0	0	0	0	0	0	0	0
Agíndelc	Agíndelcnak	1	0	1	1	1	1	0	0	1	1	0
Agíndelc	Agíndelcnek	0	1	0	0	0	0	0	0	0	0	0
Elt	Eltnak	1	0	1	1	1	0	0	0	0	1	0
Elt	Eltnek	0	0	0	0	0	0	0	0	0	0	0
Vászerém	Vászerémnak	0	0	1	1	0	1	1	0	0	0	0
Vászerém	Vászerémnek	1	1	0	0	0	0	0	0	0	0	0
jáziny	jázinynak	1	0	1	0	0	0	0	1	0	0	0
jáziny	jázinynek	0	1	0	0	0	0	0	0	0	0	0
csétt	cséttnak	1	0	1	1	0	0	0	0	0	1	0
csétt	cséttnek	0	0	0	0	0	0	0	0	0	0	0
tómiged	tómigednak	0	0	1	1	1	1	0	0	0	0	0
tómiged	tómigednek	1	1	0	0	0	0	0	0	0	0	0
Kuses	Kusesnak	1	0	1	1	1	0	0	0	1	0	0
Kuses	Kusesnek	0	1	0	0	0	0	0	0	0	0	0
szerf	szerfnak	1	0	1	1	1	0	0	0	0	1	0
szerf	szerfnek	0	0	0	0	0	0	0	0	0	0	0
Furnell	Furnellnak	1	0	1	1	1	0	0	1	0	1	0
Furnell	Furnellnek	0	1	0	0	0	0	0	0	0	0	0
ántapres	ántapresnak	0	0	1	1	1	0	0	0	1	0	0
ántapres	ántapresnek	1	1	0	0	0	0	0	0	0	0	0
Ufolem	Ufolemnak	1	0	1	1	1	0	1	0	0	0	0
Ufolem	Ufolemnek	0	1	0	0	0	0	0	0	0	0	0
lodem	lodemnak	1	0	1	1	1	0	1	0	0	0	0
lodem	lodemnek	0	1	0	0	0	0	0	0	0	0	0
jómogyény	jómogyénynak	0	0	1	1	0	0	0	1	0	0	0
jómogyény	jómogyénynek	1	1	0	0	0	0	0	0	0	0	0
fudátyért	fudátyértnak	1	0	1	1	0	0	0	0	0	1	0
fudátyért	fudátyértnek	0	1	0	0	0	0	0	0	0	0	0
Áté	Áténak	1	0	1	1	0	0	0	0	0	0	0
Áté	Átének	0	1	0	0	0	0	0	0	0	0	0
arzelt	arzeltnak	0	0	1	1	1	0	0	0	0	1	0
arzelt	arzeltnek	1	1	0	0	0	0	0	0	0	0	0
fes	fesnak	1	0	1	1	1	0	0	0	1	0	0
fes	fesnek	0	0	0	0	0	0	0	0	0	0	0
záze	zázenak	0	0	1	1	1	0	0	0	0	0	0
záze	zázenek	1	1	0	0	0	0	0	0	0	0	0
Tórzongett	Tórzongettnak	0	0	1	1	1	0	0	0	0	1	0
Tórzongett	Tórzongettnek	1	1	0	0	0	0	0	0	0	0	0
Csatendény	Csatendénynak	1	0	1	1	0	1	0	1	0	0	0
Csatendény	Csatendénynek	0	1	0	0	0	0	0	0	0	0	0
Arelyerr	Arelyerrnak	1	0	1	1	1	1	0	1	0	1	0
Arelyerr	Arelyerrnek	0	1	0	0	0	0	0	0	0	0	0
Sátégicc	Sátégiccnak	1	0	1	0	0	1	0	0	1	1	0
Sátégicc	Sátégiccnek	0	1	0	0	0	0	0	0	0	0	0
Szambír	Szambírnak	0	0	1	0	0	0	0	1	0	0	0
Szambír	Szambírnek	1	1	0	0	0	0	0	0	0	0	0
Ig	Ignak	1	0	1	0	0	0	0	0	0	0	0
Ig	Ignek	0	0	0	0	0	0	0	0	0	0	0
gokénb	gokénbnak	0	0	1	1	0	0	1	0	0	1	0
gokénb	gokénbnek	1	1	0	0	0	0	0	0	0	0	0
Molsegmebb	Molsegmebbnak	0	0	1	1	1	1	1	0	0	1	0
Molsegmebb	Molsegmebbnek	1	1	0	0	0	0	0	0	0	0	0
pagze	pagzenak	1	0	1	1	1	0	0	0	0	0	0
pagze	pagzenek	0	1	0	0	0	0	0	0	0	0	0
Bonsem	Bonsemnak	1	0	1	1	1	0	1	0	0	0	0
Bonsem	Bonsemnek	0	1	0	0	0	0	0	0	0	0	0
satítéb	satítébnak	1	0	1	1	0	1	1	0	0	0	0
satítéb	satítébnek	0	1	0	0	0	0	0	0	0	0	0
més	mésnak	1	0	1	1	0	0	0	0	1	0	0
més	mésnek	0	0	0	0	0	0	0	0	0	0	0
fenc	fencnak	1	0	1	1	1	0	0	0	1	1	0
fenc	fencnek	0	0	0	0	0	0	0	0	0	0	0
molsen	molsennak	1	0	1	1	1	0	0	1	0	0	0
